sortid,genelist,drdist,FC,pValues,pAdjusted
1835,MARCHF7,1.3559874850423e-16,0.0128827700380032,0.909632346949827,0.999999999923338
2383,PLA2G7,1.35281900305452e-16,0.0128526673819917,0.909737535867783,0.999999999923338
2857,SEC11A,1.35114973230768e-16,0.0128368082155908,0.909793003371552,0.999999999923338
3634,YIF1B,1.34999981268759e-16,0.0128258832253596,0.909831233762438,0.999999999923338
3472,TSG101,1.34932957360839e-16,0.0128195155147258,0.909853524233419,0.999999999923338
2397,PLEK,1.34756568900768e-16,0.0128027574546882,0.909912213421211,0.999999999923338
1678,KRT18,1.34699721135869e-16,0.0127973565443521,0.909931136490812,0.999999999923338
1809,MAGI2,1.34541992727248e-16,0.0127823713115299,0.909983661160968,0.999999999923338
2790,RSPH9,1.34433981880837e-16,0.0127721095730458,0.910019647522695,0.999999999923338
1499,HYDIN,1.34230718348298e-16,0.0127527982049417,0.910087409288501,0.999999999923338
2417,PMS2P7,1.34022009150161e-16,0.0127329694629064,0.91015704055872,0.999999999923338
2321,PEA15,1.33764619359052e-16,0.0127085157454085,0.910242988702252,0.999999999923338
1907,MITF,1.33612134900934e-16,0.0126940287222613,0.910293946139593,0.999999999923338
463,C21orf91,1.33365929965186e-16,0.0126706376393461,0.910376285393584,0.999999999923338
2071,NDUFB9,1.33259901760502e-16,0.0126605642648235,0.910411768518067,0.999999999923338
3597,WDR3,1.32879794220603e-16,0.012624451556703,0.910539091948891,0.999999999923338
1351,GRN,1.3228209078233e-16,0.0125676658117671,0.910739676339931,0.999999999923338
3299,THTPA,1.31971580341889e-16,0.0125381652843454,0.9108440622273,0.999999999923338
99,ACTR10,1.31257142804617e-16,0.0124702890347433,0.911084711537592,0.999999999923338
2356,PIAS1,1.31157665135075e-16,0.0124608380040018,0.911118271883521,0.999999999923338
545,CCDC90B,1.30840086232884e-16,0.0124306659263759,0.911225498408414,0.999999999923338
337,ATP6V1C1,1.3079926876864e-16,0.0124267879996901,0.911239289462888,0.999999999923338
1357,GSR,1.30644665464718e-16,0.0124120996723013,0.911291545263633,0.999999999923338
570,CD163,1.30590760516304e-16,0.0124069783488231,0.911309772455062,0.999999999923338
1488,HSPA4L,1.30410632231143e-16,0.0123898649808852,0.911370707915266,0.999999999923338
1349,GRINA,1.30354062456495e-16,0.0123844904814453,0.911389853651191,0.999999999923338
2037,NAPA,1.29553094312989e-16,0.0123083932569917,0.911661389702785,0.999999999923338
3386,TNFSF13B,1.28732537912837e-16,0.012230435019744,0.91194044896805,0.999999999923338
1611,JAK3,1.28491988010972e-16,0.0122075812021198,0.912022427015593,0.999999999923338
578,CD300E,1.28482118723599e-16,0.0122066435551204,0.91202579207102,0.999999999923338
1153,FAU,1.28028431623112e-16,0.0121635403063865,0.912180623769333,0.999999999923338
2439,POLR3H,1.27586311403297e-16,0.0121215359871441,0.912331775360448,0.999999999923338
1588,ISG20L2,1.27210037432981e-16,0.0120857874932654,0.912460624424631,0.999999999923338
492,CAPG,1.26690875050202e-16,0.0120364636634845,0.912638720408125,0.999999999923338
1730,LIPA,1.26477827399442e-16,0.0120162227400088,0.912711912160219,0.999999999923338
802,CTSS,1.25592697576919e-16,0.0119321296043189,0.913016665382568,0.999999999923338
3223,TAGAP,1.25033033071237e-16,0.0118789578073469,0.913209920856318,0.999999999923338
738,COQ6,1.24493943048019e-16,0.0118277407210868,0.913396486094246,0.999999999923338
1348,GREB1,1.24293379907964e-16,0.0118086859079714,0.913466000143993,0.999999999923338
2935,SIX4,1.24010670472715e-16,0.0117818266582949,0.913564082076679,0.999999999923338
3645,ZACN,1.23739176922617e-16,0.0117560329912347,0.913658379351964,0.999999999923338
3390,TNKS2,1.23557149915476e-16,0.0117387392322614,0.913721661026553,0.999999999923338
613,CDH26,1.23271943417914e-16,0.0117116427452956,0.913820907954321,0.999999999923338
2567,RAB10,1.23025626957966e-16,0.0116882410668502,0.913906715339,0.999999999923338
2132,NOS3,1.22915250999257e-16,0.0116777546271931,0.913945194364064,0.999999999923338
1904,MIPOL1,1.22365678115275e-16,0.0116255416004391,0.91413704595583,0.999999999923338
2117,NMNAT2,1.22308410789138e-16,0.0116201008290348,0.914157062583265,0.999999999923338
3255,TCAF2P1,1.22105356414133e-16,0.0116008093322677,0.914228074335401,0.999999999923338
435,C12orf10,1.21276514579987e-16,0.0115220639244748,0.914518556519355,0.999999999923338
1215,FPR1,1.21132747928785e-16,0.011508405150135,0.914569044141828,0.999999999923338
438,C12orf43,1.20390681481386e-16,0.011437903972947,0.914830124478998,0.999999999923338
3684,ZMAT3,1.20304348103991e-16,0.0114297017361281,0.914860551834493,0.999999999923338
3363,TMEM68,1.20217702965126e-16,0.0114214698799257,0.914891100171687,0.999999999923338
779,CSNK1D,1.19894943239742e-16,0.0113908055901331,0.915004993152133,0.999999999923338
2504,PRPF40B,1.19634336515555e-16,0.0113660462429039,0.915097067241898,0.999999999923338
2681,RNASE1,1.19621657300836e-16,0.0113648416343858,0.915101549478926,0.999999999923338
2247,P2RX4,1.19410187733261e-16,0.011344750639158,0.915176341664753,0.999999999923338
3104,SPTAN1,1.19037443220001e-16,0.0113093374668372,0.915308336549473,0.999999999923338
1525,IFNLR1,1.18666855535175e-16,0.011274129207357,0.915439775014783,0.999999999923338
2526,PSMB8,1.18592067348742e-16,0.011267023839365,0.915466325728863,0.999999999923338
3164,STAU1,1.17880473868632e-16,0.0111994177938379,0.915719374762827,0.999999999923338
1015,EIF4G1,1.17817785434427e-16,0.0111934619816287,0.915741704304704,0.999999999923338
3677,ZFYVE16,1.17348705988373e-16,0.0111488963591599,0.915908980815466,0.999999999923338
1395,HAVCR2,1.1730286664416e-16,0.0111445413209557,0.915925345514949,0.999999999923338
2239,OST4,1.17285935902241e-16,0.0111429327894823,0.915931390627195,0.999999999923338
1263,GBP2,1.17063360540344e-16,0.0111217866709888,0.916010902100285,0.999999999923338
1832,MAPKAPK3,1.17034190260581e-16,0.0111190153031829,0.916021328376978,0.999999999923338
177,AL773545.3,1.16966899082426e-16,0.0111126222001245,0.91604538514487,0.999999999923338
1601,ITGB2,1.16834783757516e-16,0.011100070378164,0.916092637073146,0.999999999923338
112,ADAMTSL3,1.16800468308421e-16,0.0110968101855419,0.91610491464139,0.999999999923338
1440,HLA-DRB1,1.16310307127112e-16,0.0110502416600207,0.916280486637189,0.999999999923338
2834,SCAND1,1.16299372239393e-16,0.0110492027740026,0.916284407691614,0.999999999923338
1720,LILRB1,1.16258383478231e-16,0.0110453085729866,0.916299107184403,0.999999999923338
2249,P2RX7,1.16155836938604e-16,0.0110355659794688,0.916335894163184,0.999999999923338
3459,TRIM8,1.16124209171917e-16,0.0110325611342948,0.916347243445766,0.999999999923338
818,CYBA,1.16051571459909e-16,0.0110256600754708,0.916373314621289,0.999999999923338
3730,ZNF500,1.1603286573648e-16,0.011023882909118,0.916380029827465,0.999999999923338
2056,NCL,1.15906596567067e-16,0.0110118865102545,0.916425373778955,0.999999999923338
722,CNTN4,1.15814386623708e-16,0.0110031259611447,0.916458502653581,0.999999999923338
302,ASAH1,1.14616276531677e-16,0.0108892976480805,0.916890173760056,0.999999999923338
1633,KDM6B,1.14504677949201e-16,0.0108786950511505,0.916930497862259,0.999999999923338
1472,HOXB3,1.14440195546033e-16,0.0108725688001291,0.916953806451803,0.999999999923338
2755,RPS14,1.13859461153157e-16,0.0108173952257481,0.917164025547734,0.999999999923338
2905,SFT2D2,1.13820406521707e-16,0.0108136847797341,0.917178182296207,0.999999999923338
3742,ZNF606,1.13771972071746e-16,0.0108090831894713,0.917195742506209,0.999999999923338
2131,NOP9,1.13611865896183e-16,0.010793872053202,0.917253816895806,0.999999999923338
2202,ODF2L,1.12958737925506e-16,0.010731820614347,0.917491151838777,0.999999999923338
3329,TMED10,1.12827588618267e-16,0.0107193605703979,0.917538892674617,0.999999999923338
1511,IFI16,1.1217284906264e-16,0.0106571560204079,0.917777650868704,0.999999999923338
2669,RIN2,1.12115652791515e-16,0.0106517219996955,0.917798541544196,0.999999999923338
1465,HNRNPK,1.12105799931713e-16,0.010650785913423,0.917802140799739,0.999999999923338
2174,NT5DC2,1.11904733484594e-16,0.0106316832828371,0.917875625438473,0.999999999923338
431,BX284668.4,1.11832942557042e-16,0.0106248626740876,0.917901879346467,0.999999999923338
1626,KCNJ15,1.11806647298621e-16,0.0106223644521566,0.917911497640788,0.999999999923338
3033,SMG7,1.11720984245692e-16,0.0106142259005563,0.91794283945015,0.999999999923338
2331,PEX26,1.11639289973879e-16,0.0106064644091797,0.917972740503605,0.999999999923338
336,ATP6V1B2,1.11471786838409e-16,0.0105905505132279,0.918034083193962,0.999999999923338
2286,PCDHGA6,1.11288496788141e-16,0.0105731367568775,0.918101260731208,0.999999999923338
2440,POM121,1.11048916989086e-16,0.0105503751053799,0.918189153344835,0.999999999923338
611,CDCP1,1.1083160004301e-16,0.0105297285708614,0.918268961480971,0.999999999923338
2936,SIX5,1.10603680168634e-16,0.0105080746886459,0.918352748462799,0.999999999923338
2897,SETX,1.10221462210344e-16,0.0104717614769433,0.918493453934362,0.999999999923338
2961,SLC25A26,1.09689673643775e-16,0.0104212380769302,0.918689631402976,0.999999999923338
2972,SLC30A4,1.09332364507164e-16,0.0103872913665791,0.918821713194785,0.999999999923338
3789,ZXDC,1.09059038356545e-16,0.0103613235904556,0.918922897370865,0.999999999923338
2895,SETD5,1.08261816625773e-16,0.0102855822997716,0.919218759448271,0.999999999923338
3030,SMG1,1.08199401709066e-16,0.0102796524735178,0.919241969032403,0.999999999923338
1464,HNRNPH3,1.08071755118779e-16,0.0102675252106415,0.919289456707138,0.999999999923338
2963,SLC25A32,1.07903684296884e-16,0.0102515573807577,0.919352026424474,0.999999999923338
2146,NPRL3,1.07819464084537e-16,0.0102435559084714,0.91938339859645,0.999999999923338
2216,OR10G4,1.07797818043422e-16,0.0102414993926628,0.919391463782858,0.999999999923338
908,DLEC1,1.07657276314422e-16,0.0102281470070736,0.919443848706884,0.999999999923338
2996,SLC52A1,1.07547523255902e-16,0.0102177197470178,0.919484781618524,0.999999999923338
2998,SLC5A6,1.07518284810675e-16,0.010214941903046,0.919495689790923,0.999999999923338
694,CLMN,1.07236420154017e-16,0.0101881629128737,0.919600923768126,0.999999999923338
3106,SPTBN1,1.06721558885367e-16,0.0101392477171314,0.919793508177131,0.999999999923338
2458,PPP1CA,1.0669070994952e-16,0.0101363168659929,0.919805062139691,0.999999999923338
2196,OAS2,1.06455360107419e-16,0.0101139570881358,0.919893264156925,0.999999999923338
614,CDH8,1.06446162872033e-16,0.0101130832904807,0.919896713001675,0.999999999923338
2453,PPIP5K2,1.0626824914324e-16,0.0100961803199155,0.919963457995883,0.999999999923338
439,C12orf45,1.05811827291538e-16,0.0100528172518883,0.920134944894764,0.999999999923338
1005,EIF3CL,1.05643262973854e-16,0.0100368025366694,0.920198372345568,0.999999999923338
1152,FAS,1.05620021583347e-16,0.0100345944522102,0.920207121633736,0.999999999923338
363,B9D1,1.04738746676058e-16,0.00995086755873878,0.920539600473592,0.999999999923338
3014,SLITRK5,1.04379241604525e-16,0.00991671222017454,0.92067563659527,0.999999999923338
449,C19orf25,1.04312994167193e-16,0.00991041827933678,0.920700730317686,0.999999999923338
2290,PCM1,1.04183597139338e-16,0.00989812471341641,0.920749767556459,0.999999999923338
66,AC138776.1,1.04148676627545e-16,0.00989480703587147,0.920763006556537,0.999999999923338
2160,NRIP3,1.03750760443999e-16,0.00985700238985828,0.920914022385488,0.999999999923338
2127,NONO,1.03372354103863e-16,0.0098210513068677,0.921057905435533,0.999999999923338
2676,RMC1,1.03214699710476e-16,0.00980607310597804,0.921117929502908,0.999999999923338
2107,NIT1,1.03189806400363e-16,0.00980370807832694,0.921127411412464,0.999999999923338
1084,ETFB,1.03055537253834e-16,0.00979095162919294,0.92117857471412,0.999999999923338
1457,HNRNPA3,1.03030026487304e-16,0.00978852793913436,0.921188299403966,0.999999999923338
636,CEP170P1,1.02969612516125e-16,0.00978278821582304,0.921211334025483,0.999999999923338
1647,KIF18B,1.02872348192435e-16,0.00977354746744723,0.921248433279471,0.999999999923338
43,AC015911.7,1.02788905780941e-16,0.00976561989134084,0.92128027459689,0.999999999923338
3687,ZMYND15,1.02694769015805e-16,0.00975667628153068,0.921316212510785,0.999999999923338
2781,RRP15,1.02412075546927e-16,0.00972981854876417,0.921424234440961,0.999999999923338
451,C1QA,1.01838855861993e-16,0.00967535892090092,0.921643734410108,0.999999999923338
1547,IL19,1.01547778235557e-16,0.00964770463820329,0.921755434007442,0.999999999923338
1585,IRGQ,1.01340603394819e-16,0.00962802167017944,0.921835034819186,0.999999999923338
683,CITED2,1.00936923216558e-16,0.00958966940688197,0.92199037333139,0.999999999923338
2242,OTUB1,1.00832783085725e-16,0.00957977541175261,0.922030497930547,0.999999999923338
2744,RPL36,1.0081532339737e-16,0.00957811662690027,0.922037227096245,0.999999999923338
1050,EOGT,1.00604867288361e-16,0.00955812191688003,0.922118385641643,0.999999999923338
1880,METTL21A,1.0048710539958e-16,0.00954693376544688,0.922163835753815,0.999999999923338
1241,GABRG2,1.00359261080628e-16,0.00953478771705119,0.922213207620216,0.999999999923338
1004,EIF3C,1.00106406496988e-16,0.00951076487399384,0.922310950452879,0.999999999923338
3090,SPG7,1.00010310041228e-16,0.00950163508072747,0.922348129932234,0.999999999923338
3428,TRAFD1,9.99854545944785e-17,0.00949927365034412,0.922357749377501,0.999999999923338
2260,PAIP2,9.98914643654257e-17,0.00949034396242248,0.922394135977424,0.999999999923338
3044,SND1,9.98026979284263e-17,0.00948191056899098,0.922428516152044,0.999999999923338
171,AL645935.1,9.97410081554212e-17,0.0094760496361425,0.922452418341055,0.999999999923338
2512,PRRC2B,9.9696881883713e-17,0.00947185735105637,0.922469519990878,0.999999999923338
1833,MAPKAPK5,9.95544848850272e-17,0.00945832870268457,0.922524733676807,0.999999999923338
583,CD37,9.94821058872841e-17,0.00945145222341178,0.922552813531561,0.999999999923338
2258,PAG1,9.94526222063347e-17,0.0094486510804386,0.922564254853326,0.999999999923338
2351,PHKG1,9.9327291238178e-17,0.00943674381684499,0.922612909414762,0.999999999923338
531,CCDC30,9.89203578144111e-17,0.00939808247389755,0.922771098478143,0.999999999923338
946,DPY19L2P2,9.88624887780623e-17,0.0093925845360786,0.922793620823988,0.999999999923338
3080,SPCS1,9.86356481346521e-17,0.00937103318787988,0.92288197031612,0.999999999923338
3061,SNX7,9.85306503170715e-17,0.00936105770688685,0.922922899396377,0.999999999923338
3695,ZNF175,9.84432732079661e-17,0.00935275630871313,0.922956976552072,0.999999999923338
1486,HSPA1B,9.83507729767664e-17,0.00934396818035537,0.922993068367852,0.999999999923338
2649,REV3L,9.8232771335578e-17,0.00933275725087183,0.923039135220048,0.999999999923338
2818,SAMD9,9.77949618634767e-17,0.00929116248092184,0.92321029686468,0.999999999923338
653,CFAP46,9.77584993694776e-17,0.00928769830495868,0.923224569306951,0.999999999923338
2200,OAZ3,9.72715862005311e-17,0.00924143836190458,0.923415418852524,0.999999999923338
1390,HAPLN4,9.72715486636794e-17,0.00924143479565759,0.923415433583957,0.999999999923338
1423,HGS,9.71620868129064e-17,0.00923103520224689,0.923458404373479,0.999999999923338
529,CCDC180,9.71290504586462e-17,0.00922789653201931,0.923471378057555,0.999999999923338
2452,PPIL6,9.69830971454111e-17,0.00921403001045157,0.923528721950832,0.999999999923338
3018,SMAD2,9.689431794232e-17,0.00920559540415766,0.923563623894104,0.999999999923338
3547,URAHP,9.66603857979372e-17,0.00918337031687755,0.923655667454682,0.999999999923338
487,CALR,9.60578284352033e-17,0.00912612341729746,0.923893270209899,0.999999999923338
3128,SRRT,9.58509890350893e-17,0.00910647231833188,0.923975005223584,0.999999999923338
2501,PROSER1,9.56376841239555e-17,0.00908620695343414,0.924059388422039,0.999999999923338
2374,PIM2,9.54532195380164e-17,0.00906868160849533,0.924132439016338,0.999999999923338
2085,NETO2,9.52621097615011e-17,0.00905052492688861,0.92420819636045,0.999999999923338
329,ATP5F1D,9.52486783035717e-17,0.00904924885033415,0.924213523573453,0.999999999923338
3595,WDPCP,9.52332048405793e-17,0.00904777876991216,0.924219661160625,0.999999999923338
3115,SRGN,9.5072019961317e-17,0.0090324651497199,0.924283625481645,0.999999999923338
2810,S1PR1,9.45576109367861e-17,0.00898359292013367,0.924488129413688,0.999999999923338
635,CEP170,9.44933078946254e-17,0.00897748370958388,0.92451373259201,0.999999999923338
1596,ITGAL,9.44224831107479e-17,0.00897075489081711,0.924541942669567,0.999999999923338
3534,UCHL5,9.43808661781392e-17,0.00896680100939564,0.924558524005867,0.999999999923338
2177,NUB1,9.43184451081328e-17,0.00896087059853795,0.924583401202303,0.999999999923338
3034,SMIM10L1,9.41238571172331e-17,0.00894238346376297,0.924661005347712,0.999999999923338
1794,LYN,9.40456609780976e-17,0.00893495431792309,0.92469221374937,0.999999999923338
2661,RHOXF1P3,9.3634077749139e-17,0.00889585121300021,0.924856694520235,0.999999999923338
2277,PATL1,9.34921807621106e-17,0.00888237006901372,0.92491348524912,0.999999999923338
2687,RNASEK-C17orf49,9.34519166232078e-17,0.00887854471186268,0.924929607884154,0.999999999923338
2054,NCKAP1,9.33270835996768e-17,0.00886668475627284,0.924979616021328,0.999999999923338
1682,L2HGDH,9.32750126208567e-17,0.00886173767192882,0.925000485639244,0.999999999923338
3558,USP8,9.31827975667235e-17,0.00885297663726188,0.925037459095393,0.999999999923338
136,AHI1,9.31169529042965e-17,0.00884672096268056,0.925063870687147,0.999999999923338
1860,MDK,9.30532735405228e-17,0.00884067100566611,0.925089422697495,0.999999999923338
1640,KIAA1109,9.3011684042511e-17,0.0088367197307112,0.92510611568003,0.999999999923338
655,CFAP57,9.29702439771958e-17,0.00883278265284209,0.925122752429229,0.999999999923338
3112,SRGAP2,9.28944953664053e-17,0.00882558603823999,0.925153172540287,0.999999999923338
264,ARFGEF2,9.28331357411034e-17,0.00881975647158763,0.925177823309554,0.999999999923338
1818,MAP1LC3C,9.2366808806351e-17,0.00877545235573692,0.925365435863542,0.999999999923338
2559,PTTG1IP,9.23337325924728e-17,0.00877230989858432,0.925378761204654,0.999999999923338
2338,PGK1,9.21823878552258e-17,0.00875793115639147,0.925439763858887,0.999999999923338
1224,FUBP1,9.21672034107201e-17,0.00875648853462041,0.925445887053543,0.999999999923338
566,CCZ1,9.19159670033842e-17,0.00873261942892005,0.925547273202672,0.999999999923338
971,DYNC1H1,9.1425692265053e-17,0.00868604011473733,0.925745526295706,0.999999999923338
3774,ZNF90,9.13621713431892e-17,0.008680005210743,0.925771251538143,0.999999999923338
276,ARHGDIA,9.12328258216889e-17,0.00866771653826399,0.925823662886384,0.999999999923338
3270,TDRD6,9.10238120563823e-17,0.00864785886035085,0.925908435411395,0.999999999923338
180,ALDH1A1,9.09571169353021e-17,0.00864152238662221,0.925935506505799,0.999999999923338
275,ARHGAP9,9.09377001439636e-17,0.00863967766415648,0.92594338953018,0.999999999923338
3667,ZEB1,9.06306412914152e-17,0.00861050506021175,0.926068165412944,0.999999999923338
739,CORO1A,9.04116658925353e-17,0.00858970096180475,0.926157278139089,0.999999999923338
110,ADAM32,9.03246919989763e-17,0.00858143787175126,0.926192702635053,0.999999999923338
3211,SYTL2,9.01838231486655e-17,0.00856805440749299,0.926250115077671,0.999999999923338
2952,SLC16A3,9.0177716973635e-17,0.00856747428083551,0.926252604729781,0.999999999923338
102,ACTR3B,8.97103064953278e-17,0.00852306722124382,0.926443433545918,0.999999999923338
71,AC243772.3,8.97075863633871e-17,0.00852280879087738,0.926444545554687,0.999999999923338
1973,MT-ND6,8.96401654723444e-17,0.00851640336424446,0.926472113117223,0.999999999923338
1876,MEFV,8.94574670119398e-17,0.00849904581280941,0.926546868839741,0.999999999923338
1421,HEXIM1,8.94271669738401e-17,0.00849616711055524,0.926559274311269,0.999999999923338
1945,MRPS18C,8.93086396819834e-17,0.00848490624081226,0.926607822245731,0.999999999923338
1333,GPI,8.91875717285697e-17,0.00847340399156583,0.926657444369762,0.999999999923338
3138,SSH2,8.91851380202919e-17,0.00847317277332504,0.926658442221949,0.999999999923338
3379,TNFRSF14,8.90667605310446e-17,0.008461926135812,0.926706995126073,0.999999999923338
3599,WDR6,8.89697101582839e-17,0.00845270571417706,0.926746824924021,0.999999999923338
3334,TMEM120B,8.8902832303786e-17,0.00844635187957582,0.926774284570506,0.999999999923338
101,ACTR3,8.88629079226191e-17,0.00844255880163701,0.926790682247349,0.999999999923338
1149,FARP1,8.88461288557099e-17,0.00844096468028391,0.926797574827022,0.999999999923338
3079,SPC25,8.87333655247574e-17,0.008430251424613,0.926843913286535,0.999999999923338
901,DIAPH1,8.83805390301361e-17,0.00839673059463735,0.926989094346157,0.999999999923338
829,CYP4V2,8.83440536333396e-17,0.00839326424275831,0.927004124017408,0.999999999923338
3272,TENT2,8.82480521543489e-17,0.00838414347290764,0.92704368550045,0.999999999923338
111,ADAMTS4,8.78996644014063e-17,0.00835104435249004,0.927187436023864,0.999999999923338
2844,SCNM1,8.78799160489644e-17,0.00834916812954592,0.927195593114839,0.999999999923338
927,DNAJC4,8.78398181265989e-17,0.00834535856405557,0.927212158474509,0.999999999923338
289,ARL17B,8.76010674330284e-17,0.00832267568301419,0.92731087082177,0.999999999923338
2591,RAD9A,8.72872910075251e-17,0.00829286486560107,0.927440809330217,0.999999999923338
3461,TRIP11,8.69097367475659e-17,0.00825699473581318,0.927597471534558,0.999999999923338
1669,KMT2D,8.67632789406187e-17,0.00824308028403554,0.927658335013123,0.999999999923338
1306,GNAI2,8.65497816320362e-17,0.0082227966401189,0.927747150956268,0.999999999923338
3621,XKR9,8.64407216685387e-17,0.00821243522863399,0.927792563063663,0.999999999923338
98,ACTN4,8.63534829743483e-17,0.0082041469807846,0.927828909683328,0.999999999923338
532,CCDC36,8.63514141945764e-17,0.00820395043314419,0.927829771832268,0.999999999923338
732,COL28A1,8.6242618910611e-17,0.00819361416794996,0.927875126157545,0.999999999923338
2384,PLAAT3,8.6224695672862e-17,0.00819191134286637,0.927882600721808,0.999999999923338
1226,FUT8,8.61513865898485e-17,0.00818494649939563,0.92791318111391,0.999999999923338
820,CYBC1,8.59480469354407e-17,0.00816562789921503,0.927998071605029,0.999999999923338
1956,MSH5,8.5783495423407e-17,0.00814999442683922,0.928066842914896,0.999999999923338
3244,TBC1D8B,8.57133901830229e-17,0.00814333396942136,0.928096162322944,0.999999999923338
3092,SPIDR,8.556846106701e-17,0.00812956475330395,0.928156812915876,0.999999999923338
1777,LRRK1,8.51747904474156e-17,0.00809216346369843,0.928321819820974,0.999999999923338
3035,SMIM17,8.51659072023242e-17,0.00809131949717981,0.928325547660295,0.999999999923338
3389,TNKS,8.50632854360185e-17,0.00808156975663432,0.928368626935386,0.999999999923338
2002,MUC16,8.50371304654767e-17,0.00807908486297153,0.928379610638316,0.999999999923338
514,CATIP,8.50273780836635e-17,0.00807815832276663,0.928383706558186,0.999999999923338
1059,EPS15,8.4929587959411e-17,0.00806886761989047,0.92842479070196,0.999999999923338
326,ATP2B4,8.48066940320083e-17,0.00805719189114474,0.928476455423772,0.999999999923338
69,AC139494.1,8.47153330579982e-17,0.00804851199968848,0.92851488812096,0.999999999923338
2815,SAMD12,8.46737712468817e-17,0.00804456335517014,0.928532378785028,0.999999999923338
3470,TSC22D3,8.46451720055891e-17,0.00804184623976237,0.928544416859602,0.999999999923338
2377,PJA2,8.43254200857696e-17,0.00801146771121632,0.928679147594004,0.999999999923338
2816,SAMD3,8.4203123599023e-17,0.0079998487432495,0.928730746526827,0.999999999923338
1493,HSPH1,8.40851141741136e-17,0.00798863707426144,0.928780572496794,0.999999999923338
3218,TAF10,8.39996070993454e-17,0.00798051334160894,0.928816697339608,0.999999999923338
2800,RUNX2,8.36042139741792e-17,0.00794294840268206,0.928983983665236,0.999999999923338
2626,RBP4,8.33996626204368e-17,0.00792351468312127,0.929070683512958,0.999999999923338
3456,TRIM59,8.32927967856762e-17,0.00791336172825017,0.929116021612441,0.999999999923338
1894,MGAT4C,8.32481945334032e-17,0.00790912422189006,0.929134952900627,0.999999999923338
221,ANXA5,8.30478525356892e-17,0.00789009041874678,0.92922005055485,0.999999999923338
689,CLIC1,8.30021989438185e-17,0.00788575302823274,0.929239456931615,0.999999999923338
1411,HERC2P5,8.29979033023479e-17,0.00788534491413256,0.92924128319484,0.999999999923338
2387,PLAUR,8.29752249596148e-17,0.00788319032290294,0.929250925530128,0.999999999923338
2953,SLC17A5,8.29607251194818e-17,0.00788181274303527,0.929257091241036,0.999999999923338
3085,SPDYE16,8.29605629206209e-17,0.00788179733308018,0.929257160215301,0.999999999923338
2391,PLCG1,8.28571835689896e-17,0.00787197561696233,0.929301135608069,0.999999999923338
1886,MFN1,8.28010061464909e-17,0.00786663839354868,0.929325043892394,0.999999999923338
2635,RECQL5,8.2800804181033e-17,0.00786661920550617,0.929325129860665,0.999999999923338
1918,MMS22L,8.27776864272123e-17,0.00786442286734264,0.92933497082256,0.999999999923338
2224,OR4F17,8.25067312045779e-17,0.00783868034492042,0.929450416752025,0.999999999923338
3398,TOGARAM2,8.24154334975333e-17,0.00783000646424065,0.929489359000006,0.999999999923338
385,BCL11A,8.2032351852449e-17,0.00779361119663058,0.929652996623223,0.999999999923338
239,APLP2,8.19930596166363e-17,0.00778987817664451,0.929669802495995,0.999999999923338
1509,IER2,8.18467314748869e-17,0.00777597604391068,0.929732424940613,0.999999999923338
2113,NLRP3,8.18385546233454e-17,0.00777519918941014,0.929735925961445,0.999999999923338
2416,PMS2P1,8.17922662243004e-17,0.00777080148805299,0.929755748240003,0.999999999923338
3433,TRAPPC13,8.16358788348741e-17,0.00775594366084554,0.929822760522348,0.999999999923338
3557,USP6NL,8.1489714836093e-17,0.00774205712276976,0.929885450567617,0.999999999923338
3091,SPI1,8.13562328690471e-17,0.00772937546084705,0.92994275077813,0.999999999923338
91,ACSL1,8.11974086946154e-17,0.00771428612308951,0.930010991463994,0.999999999923338
19,ABHD2,8.11438626929139e-17,0.00770919890190212,0.930034013294313,0.999999999923338
2109,NKAP,8.10639801640234e-17,0.00770160953798024,0.930068372612479,0.999999999923338
2701,RNF213,8.09074807775894e-17,0.00768674107032285,0.930135736093571,0.999999999923338
893,DHRS12,8.09040727213366e-17,0.00768641728263701,0.930137203784878,0.999999999923338
733,COL8A1,8.07754998296851e-17,0.00767420201505867,0.93019259692206,0.999999999923338
1277,GDPGP1,8.07342400475674e-17,0.00767028206527518,0.930210382313132,0.999999999923338
1684,LACTB,8.06343035608147e-17,0.00766078744389081,0.930253479801353,0.999999999923338
2833,SCAMP2,8.04590616348932e-17,0.00764413831211367,0.930329117689427,0.999999999923338
3724,ZNF445,8.03937567234857e-17,0.00763793391741758,0.930357325809047,0.999999999923338
167,AL513523.13,8.02669984822608e-17,0.00762589105352588,0.930412111347976,0.999999999923338
2809,S100PBP,8.01416638612111e-17,0.00761398344288349,0.930466324465103,0.999999999923338
1298,GLS,8.00825715412284e-17,0.00760836928509998,0.930491899489031,0.999999999923338
677,CICP27,8.00580877497678e-17,0.00760604316440547,0.930502498804869,0.999999999923338
428,BTN3A2,7.98939438358207e-17,0.00759044841651993,0.930573600814229,0.999999999923338
1126,FAM161B,7.97279085765213e-17,0.00757467397842703,0.93064559700658,0.999999999923338
625,CEMP1,7.96654357708832e-17,0.00756873865234517,0.930672706013129,0.999999999923338
3642,YWHAZ,7.96263774194882e-17,0.00756502785291202,0.930689660158638,0.999999999923338
3103,SPSB3,7.94995790337513e-17,0.00755298117502851,0.930744728713422,0.999999999923338
560,CCR10,7.9129059617937e-17,0.00751777940155195,0.930905899391469,0.999999999923338
1599,ITGAX,7.91143375230239e-17,0.00751638070602315,0.930912311138096,0.999999999923338
