sortid,genelist,drdist,FC,pValues,pAdjusted
2370,PIK3IP1,1.55928189729685e-17,0.00148142002259482,0.969297626658589,0.999999999923338
1719,LILRA6,1.55537672091716e-17,0.00147770984902667,0.969336078405905,0.999999999923338
767,CRIPT,1.55284920558269e-17,0.00147530854376532,0.969360990989909,0.999999999923338
1625,KCNJ13,1.55254151438944e-17,0.00147501621696076,0.969364025149807,0.999999999923338
3698,ZNF207,1.5508230659879e-17,0.00147338357832483,0.969380976404352,0.999999999923338
1,A2M,1.5503997437349e-17,0.0014729813944332,0.969385153616842,0.999999999923338
826,CYP2F1,1.548726136261e-17,0.00147139135761811,0.96940167385041,0.999999999923338
1089,ETV3,1.5466930968143e-17,0.00146945983686597,0.969421754078507,0.999999999923338
3220,TAF6,1.54648870996981e-17,0.00146926565596494,0.969423773528008,0.999999999923338
3560,UTP18,1.54626138903682e-17,0.00146904968617637,0.969426019735348,0.999999999923338
1330,GPBP1,1.545978405788e-17,0.00146878083353875,0.969428816185136,0.999999999923338
3108,SPTY2D1,1.54484335578086e-17,0.00146770246162272,0.969440035363385,0.999999999923338
1035,EMC10,1.54471344934091e-17,0.00146757904198863,0.969441319661204,0.999999999923338
3783,ZSCAN22,1.54356509097526e-17,0.00146648802625958,0.969452675062907,0.999999999923338
1706,LEF1,1.54204198065708e-17,0.0014650409716084,0.969467742681781,0.999999999923338
3748,ZNF664,1.54108859727141e-17,0.00146413519489209,0.969477177975936,0.999999999923338
373,BAZ1B,1.53702746251246e-17,0.00146027685063965,0.969517402353845,0.999999999923338
3564,VAMP2,1.53469389910793e-17,0.00145805981242645,0.969540539709574,0.999999999923338
2304,PDE4DIP,1.53435481202343e-17,0.00145773765746701,0.96954390323434,0.999999999923338
3117,SRP19,1.53375440803351e-17,0.00145716723431654,0.969549859767068,0.999999999923338
3145,ST3GAL2,1.5328807320181e-17,0.00145633718482727,0.969558529483332,0.999999999923338
2723,RPL11,1.53270421365562e-17,0.00145616948081109,0.969560281421772,0.999999999923338
1873,MED9,1.53013482355836e-17,0.00145372839177995,0.969585793974158,0.999999999923338
1168,FCGR1A,1.52951271080762e-17,0.00145313734388357,0.969591974417743,0.999999999923338
3463,TRMT112,1.5223877331888e-17,0.00144636814806122,0.96966284820815,0.999999999923338
2850,SDCBP,1.52225591615415e-17,0.00144624291323691,0.969664160985552,0.999999999923338
1761,LRRC37A16P,1.52049109235516e-17,0.00144456621493322,0.9696817425061,0.999999999923338
2431,POLR2A,1.51888372419866e-17,0.00144303910981204,0.969697764316117,0.999999999923338
2817,SAMD4B,1.51640923837231e-17,0.00144068818605981,0.969722445924248,0.999999999923338
693,CLIP4,1.51144244246354e-17,0.0014359694043436,0.969772047866611,0.999999999923338
199,ANKH,1.50804136031575e-17,0.00143273815334212,0.969806060575568,0.999999999923338
464,C2CD2L,1.50502024276981e-17,0.00142986789362132,0.969836305654279,0.999999999923338
1106,FAF1,1.50454692030562e-17,0.00142941820625126,0.969841046944125,0.999999999923338
1018,EIF4H,1.50273260693524e-17,0.00142769448961041,0.969859227914753,0.999999999923338
3706,ZNF276,1.50112437649472e-17,0.00142616656526289,0.969875352949687,0.999999999923338
2475,PPT2,1.50047939577559e-17,0.0014255537912974,0.969881822324034,0.999999999923338
922,DNAJC10,1.49860658386302e-17,0.00142377449720655,0.969900615155303,0.999999999923338
3397,TOE1,1.49682717561261e-17,0.00142208394271792,0.969918481619942,0.999999999923338
591,CD53,1.4926702582783e-17,0.00141813459873977,0.969960261373906,0.999999999923338
1392,HARS1,1.49107640999123e-17,0.00141662033838085,0.969976296046354,0.999999999923338
876,DEK,1.49105259847663e-17,0.001416597715881,0.969976535663584,0.999999999923338
728,COG5,1.48604944757592e-17,0.00141184439453916,0.970026925349441,0.999999999923338
1992,MTPN,1.48402148817151e-17,0.00140991770016022,0.970047374315439,0.999999999923338
1103,FABP5P3,1.47823629231562e-17,0.00140442138484327,0.970105786458012,0.999999999923338
1436,HLA-DPA1,1.47780930756918e-17,0.00140401572134278,0.970110102182633,0.999999999923338
3511,UBAC2,1.47550034773642e-17,0.00140182205813566,0.970133450690364,0.999999999923338
1141,FAM92A,1.47367105423074e-17,0.00140008410938424,0.97015196173993,0.999999999923338
2248,P2RX5-TAX1BP3,1.47197840884771e-17,0.00139847598530744,0.970169100265922,0.999999999923338
3637,YPEL1,1.47079709079422e-17,0.00139735365571422,0.970181067301467,0.999999999923338
618,CDK17,1.47054519730892e-17,0.00139711434039008,0.97018361966539,0.999999999923338
1242,GADD45B,1.46887574979731e-17,0.00139552825581188,0.970200541230809,0.999999999923338
3293,THEMIS2,1.4671290732032e-17,0.00139386879854248,0.970218255903519,0.999999999923338
1991,MTPAP,1.46190902661057e-17,0.00138890941207451,0.970271260283114,0.999999999923338
2469,PPP2R5C,1.45856502157074e-17,0.00138573238806734,0.970305265137247,0.999999999923338
795,CTR9,1.45839666419446e-17,0.00138557243752305,0.970306978178204,0.999999999923338
2561,PXMP4,1.45733086357212e-17,0.00138455985706229,0.970317825027225,0.999999999923338
1323,GOLGB1,1.45629481032398e-17,0.00138357553855713,0.970328372939511,0.999999999923338
1577,IRF1,1.4535553549237e-17,0.00138097287633933,0.970356281064693,0.999999999923338
2099,NGRN,1.45108002527565e-17,0.00137862115090117,0.970381521073536,0.999999999923338
2812,SAFB2,1.44875779961376e-17,0.00137641488428673,0.970405219544478,0.999999999923338
2837,SCARB2,1.44626413709051e-17,0.00137404574141529,0.970430688727373,0.999999999923338
3087,SPEN,1.44543935815632e-17,0.00137326214735867,0.970439117498274,0.999999999923338
766,CRIM1,1.44426155019513e-17,0.00137214315258326,0.97045115820058,0.999999999923338
1331,GPCPD1,1.43954574479722e-17,0.00136766282830627,0.970499417085425,0.999999999923338
1807,MAF1,1.43933189122179e-17,0.00136745965339024,0.970501607416684,0.999999999923338
1823,MAP3K14,1.43830011018014e-17,0.00136647939376131,0.970512177415534,0.999999999923338
3344,TMEM184A,1.43216053524626e-17,0.00136064639508863,0.970575152464055,0.999999999923338
3436,TRAPPC4,1.42486103115346e-17,0.00135371138767475,0.970650201323147,0.999999999923338
720,CNPY4,1.42099248840885e-17,0.00135003601846148,0.970690053268274,0.999999999923338
953,DSG3,1.42038441578295e-17,0.00134945830960412,0.970696322290199,0.999999999923338
2920,SHC1,1.42015971220082e-17,0.00134924482647044,0.970698639247703,0.999999999923338
1083,ESYT2,1.41660218431398e-17,0.00134586494176093,0.970735346019228,0.999999999923338
2219,OR14J1,1.41101771497786e-17,0.00134055932979657,0.970793060100058,0.999999999923338
3563,UTS2B,1.41068895646174e-17,0.00134024698765419,0.970796461297668,0.999999999923338
456,C1orf162,1.4044096175861e-17,0.00133428120407448,0.970861501046462,0.999999999923338
2104,NIPAL3,1.40297386224283e-17,0.00133291714237611,0.970876392663132,0.999999999923338
1078,ERVW-1,1.40086552761508e-17,0.00133091408626592,0.970898274089804,0.999999999923338
1868,MED11,1.39827535929981e-17,0.00132845325656554,0.9709251788278,0.999999999923338
1163,FBXO22,1.39674488824578e-17,0.00132699920873278,0.970941087949186,0.999999999923338
1521,IFITM1,1.39627629011627e-17,0.00132655400979036,0.97094596073343,0.999999999923338
2462,PPP1R15B,1.39622062269481e-17,0.00132650112209064,0.970946539653429,0.999999999923338
1635,KHDRBS1,1.39482040038706e-17,0.00132517081910542,0.970961105235506,0.999999999923338
2808,S100A6,1.38976584243496e-17,0.00132036865769471,0.971013745448415,0.999999999923338
36,AC010422.8,1.38867422918658e-17,0.00131933155354704,0.971025126530031,0.999999999923338
33,AC007546.3,1.38752003120336e-17,0.00131823498979846,0.971037164988384,0.999999999923338
1237,GABARAP,1.38271855376841e-17,0.00131367327146998,0.971087299012189,0.999999999923338
3031,SMG1P1,1.38257925043673e-17,0.00131354092417273,0.971088754830418,0.999999999923338
744,COX4I1,1.38253822802216e-17,0.00131350195018962,0.971089183557629,0.999999999923338
1816,MANBA,1.38031109340948e-17,0.00131138602630571,0.971112469014283,0.999999999923338
2947,SLC12A6,1.38021909318937e-17,0.00131129862006545,0.971113431312569,0.999999999923338
1784,LSP1,1.38013869221959e-17,0.0013112222338734,0.97111427231202,0.999999999923338
3474,TSPAN14,1.37737300673852e-17,0.00130859465135932,0.971143216513319,0.999999999923338
3681,ZKSCAN1,1.3759131992733e-17,0.00130720773856834,0.971158505818843,0.999999999923338
2928,SIDT2,1.37588030284681e-17,0.00130717648480662,0.971158850453382,0.999999999923338
2672,RIPOR1,1.3752667922578e-17,0.0013065936095278,0.971165278562255,0.999999999923338
2979,SLC36A4,1.3742466499041e-17,0.00130562440741541,0.971175970368868,0.999999999923338
1024,ELF3,1.37127051191354e-17,0.00130279688122091,0.971207185106628,0.999999999923338
954,DSP,1.37109322888484e-17,0.00130262845072169,0.971209045580621,0.999999999923338
1673,KPNA4,1.37060029897235e-17,0.00130216013499036,0.971214219203405,0.999999999923338
2031,NADK,1.36854329278065e-17,0.0013002058442593,0.971235818894085,0.999999999923338
2735,RPL23AP82,1.36780270647067e-17,0.001299502238715,0.971243599434602,0.999999999923338
3777,ZNHIT3,1.36625163602174e-17,0.00129802862010667,0.971259901693914,0.999999999923338
3210,SYTL1,1.36298072216318e-17,0.00129492103751326,0.971294310472243,0.999999999923338
3146,ST3GAL5,1.36229226155747e-17,0.00129426695480517,0.971301558082407,0.999999999923338
413,BRD3OS,1.36164125573067e-17,0.00129364845659241,0.97130841308302,0.999999999923338
2540,PTER,1.36162787125529e-17,0.00129363574046337,0.971308554036893,0.999999999923338
559,CCPG1,1.36112859991436e-17,0.0012931613999593,0.971313812432206,0.999999999923338
1862,MDM4,1.35658256314155e-17,0.0012888423670055,0.971361736421238,0.999999999923338
682,CIR1,1.35594886458022e-17,0.00128824031182954,0.971368423206582,0.999999999923338
3039,SMU1,1.35464130809886e-17,0.00128699804745418,0.971382225485138,0.999999999923338
938,DOCK8,1.35363304827612e-17,0.00128604013452517,0.971392873009114,0.999999999923338
127,AFF4,1.35276714448496e-17,0.00128521746915845,0.971402020380635,0.999999999923338
486,CALM1,1.3491265381332e-17,0.00128175865446096,0.97144051170354,0.999999999923338
3170,STK17A,1.34806246114169e-17,0.00128074771156249,0.971451771771219,0.999999999923338
388,BCL6,1.34764668413216e-17,0.00128035269614678,0.971456172734437,0.999999999923338
1417,HERPUD2,1.34667925767084e-17,0.001279433577588,0.971466415490453,0.999999999923338
3504,TYMS,1.34297267662118e-17,0.00127591208260248,0.971505693545134,0.999999999923338
375,BAZ2B,1.33856195266075e-17,0.00127172160569099,0.971552504075899,0.999999999923338
3179,STS,1.33807835180007e-17,0.00127126215317045,0.971557641173412,0.999999999923338
3699,ZNF217,1.33776212675097e-17,0.00127096171864338,0.971561000807597,0.999999999923338
3631,YDJC,1.33550039344883e-17,0.00126881292373633,0.971585041486319,0.999999999923338
2516,PRUNE2,1.33137354320547e-17,0.00126489214546567,0.971628959668172,0.999999999923338
3647,ZBTB1,1.3273879906724e-17,0.00126110560928268,0.971671438890757,0.999999999923338
3012,SLF2,1.32414653270105e-17,0.00125802601171313,0.971706034435399,0.999999999923338
2824,SARS1,1.32313560551875e-17,0.00125706556461768,0.971716832565236,0.999999999923338
2788,RSPH10B2,1.31994380047649e-17,0.00125403314058582,0.971750952684576,0.999999999923338
2807,S100A4,1.3165770461022e-17,0.00125083450321955,0.971786987790634,0.999999999923338
1567,INTS12,1.31196468769067e-17,0.00124645246036119,0.971836429842661,0.999999999923338
308,ASPH,1.30998120819506e-17,0.00124456802481153,0.97185771845113,0.999999999923338
622,CDS2,1.30799439708919e-17,0.00124268042401372,0.971879059001383,0.999999999923338
1372,GYG1,1.30728204291391e-17,0.00124200364084817,0.971886714425511,0.999999999923338
2238,OSGEPL1,1.30570492110508e-17,0.00124050527174011,0.971903670641925,0.999999999923338
2369,PIK3C2B,1.30496769838082e-17,0.00123980486182275,0.971911600311022,0.999999999923338
3614,WNT9B,1.30477267646192e-17,0.00123961957821494,0.971913698368702,0.999999999923338
2640,REPIN1,1.3038460322253e-17,0.00123873920544313,0.971923669409641,0.999999999923338
478,CACNA1A,1.30358060746778e-17,0.00123848703452333,0.971926526133549,0.999999999923338
157,AL121899.2,1.30308804913847e-17,0.00123801907182037,0.971931828231195,0.999999999923338
1467,HNRNPUL1,1.29892922079204e-17,0.00123406791225543,0.971976635605353,0.999999999923338
1924,MORC3,1.29753486141459e-17,0.00123274317943834,0.971991674558195,0.999999999923338
854,DDB1,1.29603253147342e-17,0.00123131586750761,0.972007887091854,0.999999999923338
57,AC093827.5,1.29522415923219e-17,0.00123054786088485,0.972016614609503,0.999999999923338
3450,TRIM38,1.2894184883627e-17,0.00122503209296272,0.972079375294019,0.999999999923338
1087,ETFRF1,1.28505280359901e-17,0.00122088440624073,0.972126662623793,0.999999999923338
328,ATP5F1C,1.2846266225786e-17,0.00122047950633265,0.972131283149759,0.999999999923338
1292,GLB1L3,1.28374932421367e-17,0.00121964601537386,0.972140796970108,0.999999999923338
727,COG1,1.28059302980204e-17,0.00121664732876902,0.972175052202571,0.999999999923338
64,AC132812.1,1.27891955751322e-17,0.00121505742038863,0.972193231527199,0.999999999923338
1582,IRF7,1.2757552735994e-17,0.00121205114323294,0.972227638466592,0.999999999923338
602,CDC25B,1.27451845058224e-17,0.00121087608028557,0.972241098711372,0.999999999923338
61,AC116366.3,1.27426964646311e-17,0.00121063970006182,0.972243807216356,0.999999999923338
1429,HIRIP3,1.27222571711048e-17,0.00120869783318514,0.972266067651249,0.999999999923338
2616,RBM33,1.27213186536463e-17,0.00120860866787405,0.972267090220377,0.999999999923338
3414,TPM3,1.27115162819612e-17,0.00120767737830361,0.972277772730011,0.999999999923338
211,ANKRD44,1.26837435295383e-17,0.00120503878475659,0.972308061563694,0.999999999923338
1574,IQSEC1,1.26504646329514e-17,0.00120187707141796,0.972344399132513,0.999999999923338
2659,RHOB,1.26180468336138e-17,0.00119879716796302,0.972379842501011,0.999999999923338
2038,NAPEPLD,1.26084489555337e-17,0.00119788530662563,0.972390344897433,0.999999999923338
2366,PIGT,1.25797325207378e-17,0.00119515705706679,0.972421791534846,0.999999999923338
2870,SEMA6B,1.2564245782135e-17,0.00119368571537478,0.972438765584842,0.999999999923338
2862,SEC61A1,1.255594015149e-17,0.00119289662601517,0.97244787318436,0.999999999923338
2940,SKAP2,1.25039499820917e-17,0.00118795721909599,0.97250495203736,0.999999999923338
3536,UFM1,1.2474540248568e-17,0.00118516310161302,0.972537292949487,0.999999999923338
1064,ERBB2,1.24693262160226e-17,0.00118466773434012,0.972543030630538,0.999999999923338
391,BCS1L,1.24675100340787e-17,0.00118449518514931,0.97254502949478,0.999999999923338
800,CTSH,1.24565641753902e-17,0.00118345525681732,0.972557079440291,0.999999999923338
2644,RERG,1.24368926890873e-17,0.0011815863366603,0.97257874848038,0.999999999923338
142,AIMP1,1.23764587891257e-17,0.00117584471998394,0.972645426719996,0.999999999923338
3056,SNX21,1.23519602350804e-17,0.0011735171967471,0.972672503006535,0.999999999923338
210,ANKRD37,1.23466126765427e-17,0.00117300914362961,0.972678416807436,0.999999999923338
1922,MOCS2,1.23442688476671e-17,0.00117278646452125,0.972681009223846,0.999999999923338
118,ADGRE5,1.23303296237297e-17,0.00117146214686732,0.972696431940941,0.999999999923338
3161,STAT4,1.22869605661584e-17,0.00116734180208819,0.972744472488497,0.999999999923338
3024,SMARCC1,1.22496650967904e-17,0.00116379848800434,0.972785853160013,0.999999999923338
2019,MYL12A,1.22201688957388e-17,0.00116099615553938,0.972818624944574,0.999999999923338
2449,PPIB,1.22111231934112e-17,0.00116013675451832,0.972828683113332,0.999999999923338
628,CENPC,1.2190058305586e-17,0.00115813545208211,0.972852120215364,0.999999999923338
2278,PAX8,1.21790669073882e-17,0.0011570911971982,0.972864357454893,0.999999999923338
371,BAP1,1.21740457692323e-17,0.00115661415615684,0.97286994956324,0.999999999923338
3607,WFDC21P,1.21715887998428e-17,0.00115638072795796,0.972872686343426,0.999999999923338
219,ANXA2,1.21674243024128e-17,0.00115598507340136,0.972877325744366,0.999999999923338
1368,GTPBP1,1.21402910825388e-17,0.00115340723963901,0.972907572614504,0.999999999923338
1388,HACD4,1.2133092661073e-17,0.00115272334240984,0.972915602763068,0.999999999923338
3633,YES1,1.20727668734607e-17,0.00114699199711541,0.972982992730375,0.999999999923338
870,DDX59,1.20620622451583e-17,0.0011459749872515,0.972994968471046,0.999999999923338
3409,TPD52,1.20594123732726e-17,0.00114572323205088,0.972997933821203,0.999999999923338
3600,WDR72,1.20539429189591e-17,0.00114520359803558,0.97300405546838,0.999999999923338
3762,ZNF772,1.1983165518442e-17,0.00113847928099868,0.973083398331894,0.999999999923338
773,CRYZ,1.19620757932229e-17,0.00113647561884723,0.973107085667029,0.999999999923338
2971,SLC30A1,1.19602513715322e-17,0.00113630228682645,0.973109135783812,0.999999999923338
533,CCDC39,1.19260988088997e-17,0.00113305756948609,0.973147542216268,0.999999999923338
3448,TRIM26,1.19073190404777e-17,0.00113127336837349,0.973168684558886,0.999999999923338
3539,UGP2,1.18978398690292e-17,0.00113037278494431,0.97317936258896,0.999999999923338
42,AC015818.5,1.18967128136822e-17,0.00113026570729783,0.973180632469524,0.999999999923338
929,DNASE1,1.18881448664213e-17,0.00112945169614007,0.973190288152933,0.999999999923338
2182,NUDT17,1.18832129250893e-17,0.00112898312938173,0.973195847804233,0.999999999923338
113,ADAMTSL4,1.18803341262574e-17,0.00112870962462047,0.973199093534385,0.999999999923338
792,CTLA4,1.18514088509495e-17,0.00112596153384391,0.973231727497351,0.999999999923338
2402,PLLP,1.18288214340613e-17,0.00112381558116564,0.973257238718062,0.999999999923338
1755,LRRC14,1.18051788856336e-17,0.0011215693840741,0.973283967784091,0.999999999923338
714,CNOT2,1.17996571562724e-17,0.00112104478358657,0.97329021423005,0.999999999923338
3685,ZMIZ1,1.1746376044775e-17,0.00111598272870508,0.973350563725889,0.999999999923338
745,COX5A,1.17368780678468e-17,0.00111508035863204,0.973361336104181,0.999999999923338
1723,LILRB5,1.17182367609061e-17,0.00111330931226787,0.973382491322716,0.999999999923338
400,BMPR1A,1.17010357513044e-17,0.0011116751035929,0.973402026958201,0.999999999923338
3732,ZNF526,1.16959335561096e-17,0.00111119036160148,0.97340782441839,0.999999999923338
1096,EXOSC2,1.1692755615455e-17,0.00111088843640601,0.973411436049904,0.999999999923338
2792,RTCB,1.16881628991257e-17,0.00111045209824675,0.973416656398579,0.999999999923338
3032,SMG1P3,1.16846162997116e-17,0.00111011514805236,0.973420688372517,0.999999999923338
2063,NDRG3,1.16785698258017e-17,0.0011095406933927,0.973427563757271,0.999999999923338
3416,TPP1,1.1655778926739e-17,0.0011073754085739,0.973453495088881,0.999999999923338
1027,ELL2,1.1629190746078e-17,0.00110484935710984,0.973483779038472,0.999999999923338
2594,RAP1B,1.16088834460227e-17,0.0011029200304782,0.973506932413438,0.999999999923338
1037,EME1,1.16001886647005e-17,0.00110209396925315,0.973516851969275,0.999999999923338
3054,SNX17,1.15923100147882e-17,0.00110134544586228,0.973525843645368,0.999999999923338
743,COX20,1.15922365164496e-17,0.00110133846303828,0.973525927541303,0.999999999923338
3114,SRGAP2C,1.158966344978e-17,0.00110109400483669,0.973528864780061,0.999999999923338
138,AHR,1.15730286304833e-17,0.00109951358795242,0.973547861845599,0.999999999923338
1144,FANCA,1.15716865594541e-17,0.00109938608240657,0.973549395094595,0.999999999923338
833,CYTH2,1.15650894201318e-17,0.0010987593109228,0.973556933290662,0.999999999923338
742,COX10,1.15633654431455e-17,0.00109859552180741,0.973558903541087,0.999999999923338
348,ATXN2,1.15608589575975e-17,0.00109835738924885,0.973561768345237,0.999999999923338
823,CYP20A1,1.15451285170885e-17,0.00109686289427814,0.973579754658381,0.999999999923338
772,CRYBG3,1.1542493476182e-17,0.00109661254811777,0.973582768784757,0.999999999923338
3351,TMEM223,1.15385428231955e-17,0.00109623721018518,0.973587288436776,0.999999999923338
1245,GALM,1.15361071297491e-17,0.00109600580334036,0.973590075320813,0.999999999923338
3582,VPS35L,1.15210441209158e-17,0.00109457471875425,0.973607316737216,0.999999999923338
2797,RUNDC1,1.14817160192053e-17,0.00109083829127276,0.973652385718316,0.999999999923338
228,AP1M1,1.1481108835864e-17,0.00109078060487489,0.973653082139824,0.999999999923338
2876,SEPTIN4,1.14689418846501e-17,0.001089624664748,0.973667041164432,0.999999999923338
752,CPSF3,1.14502570509551e-17,0.00108784948305682,0.973688492532259,0.999999999923338
2612,RBL1,1.14118447411492e-17,0.00108420006180982,0.973732647393289,0.999999999923338
965,DUSP12,1.13884311884633e-17,0.00108197562081496,0.973759597716845,0.999999999923338
3304,TIGD7,1.1374346437573e-17,0.0010806374771465,0.973775823423151,0.999999999923338
1520,IFIT5,1.13739403146304e-17,0.00108059889280457,0.973776291428023,0.999999999923338
1650,KIF5B,1.13661442878782e-17,0.00107985821915554,0.973785276976069,0.999999999923338
2846,SCPEP1,1.13623054220042e-17,0.00107949350173147,0.973789702711363,0.999999999923338
2990,SLC44A2,1.13571195894265e-17,0.00107900081364039,0.973795682520483,0.999999999923338
2867,SEMA3E,1.13464019814898e-17,0.00107798257062614,0.9738080453797,0.999999999923338
1535,IGKC,1.13383479831725e-17,0.00107721738798726,0.973817339587869,0.999999999923338
497,CAPZA1,1.12615978780437e-17,0.00106992562485763,0.973906074522433,0.999999999923338
721,CNTD1,1.12562003517483e-17,0.00106941282447559,0.973912326269266,0.999999999923338
1336,GPR18,1.12161392916827e-17,0.00106560676114538,0.973958774428589,0.999999999923338
3177,STOM,1.12026366535572e-17,0.00106432392200567,0.973974448553231,0.999999999923338
2115,NME7,1.11954694620552e-17,0.0010636429918278,0.97398277221021,0.999999999923338
3249,TBCD,1.11785299193139e-17,0.00106203362421864,0.974002455648417,0.999999999923338
488,CAMK1D,1.11763834091087e-17,0.0010618296916775,0.974004950919408,0.999999999923338
1583,IRF8,1.11672867802469e-17,0.00106096545230183,0.974015528213987,0.999999999923338
1864,ME2,1.11590951920309e-17,0.00106018719772061,0.974025056844649,0.999999999923338
2082,NELL2,1.11217289132082e-17,0.00105663715627436,0.974068566575509,0.999999999923338
2396,PLD4,1.11125818742164e-17,0.00105576812760588,0.97407922863748,0.999999999923338
3116,SRI,1.10691742341236e-17,0.00105164411723428,0.974129885870191,0.999999999923338
2970,SLC2A3,1.10545234005987e-17,0.00105025219200453,0.974147006003419,0.999999999923338
3221,TAF6L,1.10457815543661e-17,0.00104942165930445,0.974157226639371,0.999999999923338
1080,ESR2,1.103300518507e-17,0.00104820782046465,0.974172171572474,0.999999999923338
3559,UTP11,1.10268008630198e-17,0.00104761836919688,0.974179432093561,0.999999999923338
1427,HIPK1,1.1009278996528e-17,0.00104595367701394,0.974199947861409,0.999999999923338
3100,SPRED1,1.0999350185666e-17,0.00104501037489282,0.974211580428847,0.999999999923338
3555,USP50,1.09726084171143e-17,0.00104246973157227,0.974242937177522,0.999999999923338
3531,UBTF,1.09446596008232e-17,0.00103981441080358,0.974275750187253,0.999999999923338
1001,EIF2S1,1.09314383732743e-17,0.00103855830751346,0.974291287040502,0.999999999923338
2698,RNF187,1.09198112051143e-17,0.00103745365031528,0.97430495841816,0.999999999923338
135,AGPAT5,1.09072732198388e-17,0.00103626245952019,0.974319708913635,0.999999999923338
1737,LMF2,1.08933632178585e-17,0.00103494091814377,0.974336083472167,0.999999999923338
1637,KIAA0100,1.08789805102403e-17,0.00103357446663287,0.974353025498353,0.999999999923338
3611,WIPI2,1.08647976304121e-17,0.00103222700007201,0.974369743120341,0.999999999923338
3197,SUPT4H1,1.08642300629583e-17,0.00103217307744316,0.974370412349797,0.999999999923338
2597,RARA,1.08595777842275e-17,0.00103173108046529,0.974375898598832,0.999999999923338
1909,MLANA,1.08370659775415e-17,0.0010295923112519,0.974402462519526,0.999999999923338
2663,RICTOR,1.08009450551443e-17,0.00102616058683012,0.974445142967023,0.999999999923338
3374,TMX4,1.07819860164094e-17,0.00102435935386258,0.974467573539705,0.999999999923338
878,DENND4A,1.07531962090456e-17,0.00102162413342878,0.974501672747625,0.999999999923338
1158,FBXL20,1.07408781675806e-17,0.00102045383873755,0.974516276432075,0.999999999923338
1454,HNRNPA1P40,1.07125524199338e-17,0.00101776270701905,0.974549889925864,0.999999999923338
2521,PSEN1,1.0698321881925e-17,0.00101641071261861,0.974566793756604,0.999999999923338
3691,ZNF131,1.06974031539201e-17,0.00101632342743534,0.974567885459846,0.999999999923338
3579,VPS26A,1.06803744647344e-17,0.00101470559032956,0.974588128759773,0.999999999923338
995,EGR1,1.06693212201812e-17,0.00101365545963644,0.974601277240458,0.999999999923338
580,CD302,1.06596303135498e-17,0.00101273475997683,0.974612810750673,0.999999999923338
1685,LAG3,1.06339167344693e-17,0.00101029180139644,0.974643438903596,0.999999999923338
2734,RPL22,1.06303666425151e-17,0.00100995451938784,0.974647670426861,0.999999999923338
3339,TMEM159,1.06086046669684e-17,0.00100788698904826,0.974673625030547,0.999999999923338
3110,SREBF2,1.0590609635558e-17,0.00100617734309619,0.974695107091358,0.999999999923338
2765,RPS29,1.05664517615596e-17,0.00100388218669717,0.974723974959988,0.999999999923338
1765,LRRC41,1.05538366734175e-17,0.0010026836706243,0.974739062706411,0.999999999923338
342,ATP8B1,1.05468665777688e-17,0.00100202146584456,0.974747402868115,0.999999999923338
246,APOF,1.05162683520341e-17,0.000999114433810279,0.974784048265342,0.999999999923338
3752,ZNF7,1.0445394224194e-17,0.00099238092704358,0.974869134854032,0.999999999923338
1100,F3,1.03805968419793e-17,0.000986224750947968,0.97494717933089,0.999999999923338
1618,KANSL1L,1.0373948560978e-17,0.000985593120669427,0.974955200552649,0.999999999923338
641,CEP57,1.03678901085409e-17,0.000985017527971161,0.974962512380794,0.999999999923338
3561,UTP6,1.03563881164094e-17,0.0009839247633163,0.974976399796983,0.999999999923338
3707,ZNF280D,1.03544774606919e-17,0.000983743238497656,0.974978707455415,0.999999999923338
2910,SH2B1,1.03167284682874e-17,0.000980156836752224,0.975024343843106,0.999999999923338
163,AL359955.1,1.03097199995207e-17,0.000979490986274723,0.975032825877022,0.999999999923338
2112,NLRC5,1.02815546202174e-17,0.000976815090600172,0.975066942303725,0.999999999923338
466,C2CD5,1.02665436903646e-17,0.000975388953858626,0.975085143993138,0.999999999923338
2904,SFPQ,1.0248747810063e-17,0.000973698228567436,0.975106739872937,0.999999999923338
3465,TRPM2,1.02260086481892e-17,0.000971537859120751,0.975134361915933,0.999999999923338
1929,MPHOSPH8,1.02138788245919e-17,0.000970385446360833,0.975149109003617,0.999999999923338
3393,TNS2,1.02111838430661e-17,0.000970129405448683,0.975152386673843,0.999999999923338
2154,NRBF2,1.02082384576053e-17,0.000969849574521159,0.975155969383663,0.999999999923338
2932,SIPA1L3,1.01689169598654e-17,0.000966113774460163,0.975203848941455,0.999999999923338
270,ARHGAP25,1.01621306248762e-17,0.00096546902814774,0.975212121646735,0.999999999923338
209,ANKRD36BP1,1.0145408304498e-17,0.000963880298087097,0.975232518365283,0.999999999923338
3172,STK24,1.01068962004184e-17,0.000960221395729887,0.975279556832593,0.999999999923338
2794,RTTN,1.0106075896236e-17,0.00096014346145498,0.97528055972233,0.999999999923338
427,BTN3A1,1.00799497992779e-17,0.000957661310971924,0.975312522376929,0.999999999923338
690,CLIC4,1.00588521302931e-17,0.000955656894110652,0.975338363526683,0.999999999923338
1468,HOMER3,1.00220432899582e-17,0.000952159812975089,0.975383513291479,0.999999999923338
1905,MIS18BP1,1.00073006290536e-17,0.000950759163542279,0.975401619928167,0.999999999923338
1713,LGALS9,1.0005055475033e-17,0.000950545859192013,0.97540437855177,0.999999999923338
2245,OXR1,9.92854935431624e-18,0.000943277276180987,0.975498567574412,0.999999999923338
